1104623721	134	137.302	1020.44
1104796565	135	136.712	1008.09
1104969409	174	175.377	1294.62
1105142253	186	189.208	1399.25
1105315097	123	144.031	1066.41
1105487941	204	211.01	1557.28
1105660785	172	194.236	1435.15
1105833629	200	197.72	1465.62
1106006473	140	150.667	1119.22
1106179317	214	239.785	1784.01
1106352161	245	253.202	1869.55
1106525005	262	257.973	1915.84
1106697849	219	226.018	1686.65
1106870692	256	250.76	1856.89
1107043536	240	248.266	1845.52
1107216380	203	238.822	1820.84
1107389224	212	240.544	1807.21
1107562068	130	129.72	960.646
1107734912	183	169.326	1249.8
1107907756	169	188.028	1397.99
1108080600	234	235.312	1762.25
1108253444	136	169.435	1258.53
1108426288	227	240.813	1792.72
1108599132	244	251.961	1861.63
1108771976	190	203.546	1514.84
1108944820	221	215.933	1601.9
1109117663	204	194.078	1433.82
1109290507	43	44.1809	328.578
1109463351	122	116.605	852.253
1109636195	166	171.955	1296.1
1109809039	176	181.971	1366.76
1109981883	196	217.008	1614.07
1110154727	68	86.5877	644.315
1110327571	220	206.173	1552.25
1110500415	212	223.175	1614.59
1110673259	256	245.173	1842.17
1110846103	167	187.799	1411.16
1111018947	181	196.283	1438.7
1111191791	184	189.454	1414.45
1111364634	191	225.868	1702.1
1111537478	257	248.735	1855.12
1111710322	205	225.464	1706.05
1111883166	22	27.9316	207.608
1112056010	0	0	0
1112228854	0	0	0
1112401698	0	0	0
1112574542	0	0	0
1112747386	0	0	0
1112920230	137	153.204	1139.03
1113093074	13	14.2836	105.441
1113265918	108	104.908	779.605
1113438762	255	266.192	2006.78
1113611605	235	237.868	1802.43
1113784449	163	179.855	1330.11
1113957293	231	258.456	1946.27
1114130137	38	40.2058	318.961
1114302981	0	0	0
1114475825	0	0	0
1114648669	0	0	0
1114821513	0	0	0
1114994357	4	6.22243	32.1649
1115167201	241	230.895	1714.49
1115340045	254	278.025	2127.79
1115512889	298	286.137	2169.68
1115685733	320	287.454	2149.12
1115858576	229	242.861	1809.46
1116031420	231	260.131	1964.19
1116204264	218	223.017	1672.6
1116377108	269	269.971	2018.22
1116549952	202	223.947	1694.55
1116722796	169	145.456	1098.78
1116895640	189	216.028	1604.15
1117068484	248	254.516	1913.02
1117241328	247	252.256	1873.76
1117414172	241	238.002	1796.72
1117587016	185	191.711	1434.91
1117759860	267	303.776	2277.51
1117932704	223	241.053	1831.23
1118105547	282	294.92	2202.82
1118278391	284	318.491	2400.8
1118451235	171	170.625	1279
1118624079	133	144.167	1087.28
1118796923	296	315.556	2399.59
1118969767	196	224.066	1704.73
1119142611	319	315.947	2394.66
1119315455	257	282.231	2147.64
1119488299	288	319.887	2429.72
1119661143	330	338.329	2564.59
1119833987	77	73.6334	553.78
1120006831	190	225.213	1693.01
1120179675	152	148.071	1113.11
1120352518	0	0	0
1120525362	77	79.4223	619.99
1120698206	124	125.407	962.71
1120871050	0	0	0
1121043894	0	0	0
1121216738	134	126.343	942.2
1121389582	230	247.396	1899.55
1121562426	357	329.563	2512.57
1121735270	345	327.726	2501.99
1121908114	280	275.835	2093.19
1122080958	317	315.387	2433.43
1122253802	109	124.719	955.482
1122426646	261	274.489	2081.11
1122599489	319	332.525	2476.5
1122772333	160	219.957	1628.39
1122945177	98	89.8783	685.24
1123118021	320	327.877	2459.55
1123290865	265	279.696	2137.08
1123463709	281	298.288	2318.6
1123636553	315	320.342	2439.88
1123809397	314	319.572	2393.5
1123982241	296	326.152	2452.31
1124155085	322	327.023	2461.16
1124327929	187	180.408	1364.79
1124500773	321	308.724	2330.01
1124673617	271	320.39	2398.73
1124846460	317	329.675	2456.94
1125019304	307	327.259	2447.05
1125192148	335	330.477	2461.62
1125364992	274	298.904	2259.98
1125537836	297	311.532	2406.78
1125710680	285	313.952	2385.51
1125883524	296	307.487	2340.16
1126056368	220	215.302	1623.28
1126229212	156	159.829	1227.99
1126402056	250	296.446	2257.82
1126574900	309	288.49	2234.33
1126747744	271	294.171	2248.26
1126920588	318	311.07	2392.35
1127093431	207	217.536	1609.18
1127266275	302	292.204	2189.11
1127439119	295	327.005	2438.53
1127611963	323	334.709	2540.4
1127784807	323	333.979	2512.7
1127957651	315	346.388	2598.34
1128130495	324	342.27	2579.77
1128303339	331	336.008	2518.73
1128476183	297	315.856	2396.97
1128649027	323	346.971	2614.73
1128821871	354	341.982	2587.71
1128994715	332	344.287	2557.4
1129167559	332	339.86	2540.37
1129340402	298	339.63	2551.18
1129513246	175	181.826	1368.36
1129686090	319	327.19	2451.61
1129858934	325	337.574	2505.1
1130031778	320	329.944	2475.76
1130204622	329	326.259	2447.24
1130377466	327	334.604	2511.12
1130550310	315	339.451	2570.33
1130723154	319	340.676	2570.11
1130895998	320	342.934	2557.16
1131068842	317	347.88	2602.57
1131241686	348	345.692	2602.07
1131414530	383	344.882	2580.78
1131587373	312	320.383	2386.23
1131760217	366	348.519	2582.71
1131933061	322	341.175	2526.12
1132105905	351	345.642	2566.34
1132278749	291	309.133	2291.69
1132451593	267	276.664	2052.12
1132624437	330	326.81	2407.15
1132797281	347	355.053	2636.47
1132970125	401	354.248	2623.92
1133142969	374	358.216	2639.42
1133315813	360	358.593	2678.53
1133488657	368	372.443	2773.8
1133661501	297	323.717	2390.98
1133834344	395	364.308	2721.78
1134007188	369	375.645	2783.46
1134180032	392	374.283	2799.97
1134352876	312	284.554	2099
1134525720	301	301.653	2225.82
1134698564	377	368.994	2729.77
1134871408	389	384.047	2842.78
1135044252	347	388.217	2882.43
1135217096	412	407.529	3015.01
1135389940	392	392.836	2930.05
