363.25	0.0111142	0.00973539	0.0112881	0.0147751	0.424592	41.2163	43.7736	0.0342577	
363.258	0.00315024	0.0144827	0.0112881	0.0148213	0.42232	77.7283	43.6371	0.0342577	
363.266	-0.00623688	0.0134783	0.0112881	0.0148514	0.420845	114.832	43.5488	0.0342577	
363.274	-0.013191	0.00686476	0.0112881	0.0148703	0.419915	152.507	43.4933	0.0342577	
363.282	-0.0146203	-0.00280888	0.0112881	0.0148876	0.419068	190.875	43.4428	0.0342577	
363.29	-0.00966551	-0.0113605	0.0112881	0.0149158	0.417688	229.609	43.3606	0.0342577	
363.298	-0.000312798	-0.0149664	0.0112881	0.0149697	0.415059	268.803	43.2047	0.0342577	
363.306	0.00935528	-0.0118074	0.0112881	0.0150644	0.410453	308.391	42.9331	0.0342577	
363.314	0.0148972	-0.00308765	0.0112881	0.0152138	0.403229	348.29	42.5114	0.0342577	
363.322	0.0135712	0.00733967	0.0112881	0.0154288	0.392937	28.4057	41.9189	0.0342577	
363.33	0.00572608	0.0146353	0.0112881	0.0157156	0.379406	68.632	41.1541	0.0342577	
363.338	-0.00523885	0.0151983	0.0112881	0.0160759	0.362731	109.019	40.2317	0.0342577	
363.346	-0.0141687	0.00845801	0.0112881	0.0165012	0.343536	149.165	39.1947	0.0342577	
363.354	-0.0167654	-0.00269889	0.0112881	0.0169812	0.32254	189.145	38.0868	0.0342577	
363.362	-0.0115034	-0.0131871	0.0112881	0.0174994	0.300699	228.901	36.9589	0.0342577	
363.37	-0.000505165	-0.0180285	0.0112881	0.0180356	0.279037	268.395	35.8602	0.0342577	
363.378	0.0113304	-0.0147093	0.0112881	0.0185672	0.258524	307.607	34.8334	0.0342577	
363.386	0.0185459	-0.0044419	0.0112881	0.0190704	0.240009	346.531	33.9144	0.0342577	
363.394	0.0176475	0.00834918	0.0112881	0.0195229	0.224114	25.3193	33.1283	0.0342577	
363.402	0.00881972	0.0178363	0.0112881	0.0198977	0.211488	63.6884	32.5042	0.0342577	
363.41	-0.00412625	0.0197484	0.0112881	0.0201748	0.20247	101.802	32.0577	0.0342577	
363.418	-0.0155025	0.0131585	0.0112881	0.020334	0.197412	139.675	31.8068	0.0342577	
363.426	-0.0203349	0.0009499	0.0112881	0.0203571	0.196685	177.326	31.7707	0.0342577	
363.434	-0.0166173	-0.0115347	0.0112881	0.0202283	0.200761	214.766	31.973	0.0342577	
363.442	-0.00615731	-0.0189598	0.0112881	0.0199346	0.210274	252.008	32.4442	0.0342577	
363.45	0.00640139	-0.0183804	0.0112881	0.0194632	0.226168	289.202	33.2299	0.0342577	
363.458	0.0156066	-0.0105005	0.0112881	0.0188103	0.24947	326.066	34.3833	0.0342577	
363.466	0.017949	0.000859285	0.0112881	0.0179695	0.281654	2.74087	35.992	0.0342577	
363.474	0.0131245	0.0107094	0.0112881	0.0169394	0.324339	39.2138	38.1808	0.0342577	
363.482	0.00394667	0.0152177	0.0112881	0.0157212	0.379146	75.4608	41.1395	0.0342577	
363.49	-0.00523318	0.0133288	0.0112881	0.0143193	0.447271	111.436	45.1669	0.0342577	
363.498	-0.0106933	0.00692903	0.0112881	0.012742	0.528828	147.058	50.7582	0.0342577	
363.506	-0.0109849	-0.000442028	0.0112881	0.0109938	0.622342	182.304	58.8297	0.0342577	
363.514	-0.00731003	-0.00542856	0.0112881	0.00910527	0.722294	216.598	71.0314	0.0342577	
363.522	-0.00250005	-0.00664156	0.0112881	0.00709652	0.820686	249.372	91.1376	0.0342577	
363.53	0.000758225	-0.00496197	0.0112881	0.00501956	0.905861	278.688	128.848	0.0342577	
363.538	0.00139853	-0.00269362	0.0112881	0.00303504	0.9645	297.438	213.098	0.0342577	
363.546	0.000391494	-0.00195118	0.0112881	0.00199007	0.98458	281.345	324.993	0.0342577	
363.554	-9.61903e-05	-0.00326441	0.0112881	0.00326582	0.959012	268.312	198.039	0.0342577	
363.562	0.00173113	-0.00522083	0.0112881	0.00550035	0.88806	288.345	117.585	0.0342577	
363.57	0.00587968	-0.00532767	0.0112881	0.0079344	0.781114	317.82	81.5134	0.0342577	
363.578	0.0102809	-0.00173634	0.0112881	0.0104265	0.652732	350.414	62.0302	0.0342577	
363.586	0.0117709	0.00532619	0.0112881	0.0129198	0.519441	24.3462	50.0595	0.0342577	
363.594	0.00793015	0.0131758	0.0112881	0.0153782	0.395349	58.9575	42.0568	0.0342577	
363.602	-0.00122437	0.01773	0.0112881	0.0177722	0.289557	93.9504	36.3916	0.0342577	
363.61	-0.0126809	0.0155639	0.0112881	0.0200759	0.20566	129.172	32.2158	0.0342577	
363.618	-0.0214806	0.00588801	0.0112881	0.0222729	0.142754	164.671	29.0379	0.0342577	
363.626	-0.022839	-0.00836943	0.0112881	0.0243242	0.0981067	200.126	26.5892	0.0342577	
363.634	-0.0147985	-0.0216419	0.0112881	0.0262177	0.0673912	235.636	24.6688	0.0342577	
363.642	0.000575052	-0.0279287	0.0112881	0.0279347	0.0467905	271.18	23.1526	0.0342577	
363.65	0.0176212	-0.0236066	0.0112881	0.0294581	0.0332011	306.74	21.9552	0.0342577	
363.658	0.0293174	-0.00935395	0.0112881	0.0307735	0.0243296	342.304	21.0168	0.0342577	
363.666	0.0303322	0.00977604	0.0112881	0.0318687	0.0185875	17.8641	20.2945	0.0342577	
363.674	0.0194507	0.0263312	0.0112881	0.0327363	0.0149177	53.547	19.7567	0.0342577	
363.682	0.000538844	0.0333581	0.0112881	0.0333624	0.0126814	89.0746	19.3859	0.0342577	
363.69	-0.0191512	0.0277855	0.0112881	0.0337461	0.0114628	124.577	19.1655	0.0342577	
363.698	-0.0318513	0.011563	0.0112881	0.0338852	0.0110473	160.048	19.0868	0.0342577	
363.706	-0.0325546	-0.00901657	0.0112881	0.0337802	0.0113597	195.481	19.1461	0.0342577	
363.714	-0.0210991	-0.0259358	0.0112881	0.0334341	0.0124456	230.871	19.3443	0.0342577	
363.722	-0.00217095	-0.0327811	0.0112881	0.0328529	0.0144766	266.211	19.6866	0.0342577	
363.73	0.016802	-0.027282	0.0112881	0.0320408	0.0178021	301.628	20.1855	0.0342577	
363.738	0.0285159	-0.0121972	0.0112881	0.031015	0.0229461	336.842	20.8531	0.0342577	
363.746	0.0291368	0.00618181	0.0112881	0.0297854	0.0307691	11.9785	21.714	0.0342577	
