0	2276 3.01521e+08
1	2206 3.02109e+08
2	2070 3.0331e+08
3	2059 3.02298e+08
4	1978 3.0315e+08
5	1997 3.01946e+08
6	1900 3.00936e+08
7	1767 2.99003e+08
8	1875 2.97575e+08
9	1791 2.95781e+08
10	1750 2.94115e+08
11	1836 2.9302e+08
12	1758 2.96972e+08
13	1887 2.98842e+08
14	1996 3.00857e+08
15	2101 3.02513e+08
16	1869 3.02988e+08
17	1982 3.01785e+08
18	2110 3.00258e+08
19	2094 3.01565e+08
20	1987 3.01089e+08
21	2078 3.02309e+08
22	1976 3.03106e+08
23	2129 3.03613e+08
