364	0.00082979	-0.00326919	0.00913309	0.00337286	0.934081	284.242	155.147	0.0276873	
364.006	0.00252912	-0.00262099	0.00913309	0.00364225	0.92356	313.978	143.671	0.0276873	
364.012	0.00377629	-0.00115321	0.00913309	0.00394846	0.910782	343.018	132.53	0.0276873	
364.018	0.0041897	0.000844228	0.00913309	0.00427391	0.896289	11.3926	122.438	0.0276873	
364.024	0.00357738	0.00289104	0.00913309	0.00459954	0.880898	38.9432	113.77	0.0276873	
364.03	0.00203519	0.00452735	0.00913309	0.00496376	0.862697	65.7946	105.422	0.0276873	
364.036	-0.000231225	0.00530671	0.00913309	0.00531174	0.844403	92.4949	98.5152	0.0276873	
364.042	-0.00272734	0.00496293	0.00913309	0.00566296	0.825117	118.791	92.4053	0.0276873	
364.048	-0.00491835	0.00344897	0.00913309	0.00600712	0.805489	144.96	87.1111	0.0276873	
364.054	-0.00629216	0.00101857	0.00913309	0.00637407	0.783849	170.805	82.0962	0.0276873	
364.06	-0.00644196	-0.0018762	0.00913309	0.00670962	0.76349	196.238	77.9906	0.0276873	
364.066	-0.00527014	-0.00471597	0.00913309	0.00707211	0.740966	221.824	73.9931	0.0276873	
364.072	-0.00288882	-0.00683473	0.00913309	0.00742016	0.718898	247.088	70.5223	0.0276873	
364.078	0.000299259	-0.00776932	0.00913309	0.00777508	0.696029	272.206	67.3031	0.0276873	
364.084	0.00371019	-0.00719425	0.00913309	0.00809461	0.675191	297.281	64.6464	0.0276873	
364.09	0.00664884	-0.00517291	0.00913309	0.00842414	0.653516	322.117	62.1176	0.0276873	
364.096	0.008532	-0.00196222	0.00913309	0.00875473	0.631643	347.048	59.772	0.0276873	
364.102	0.00887074	0.00184945	0.00913309	0.00906148	0.611286	11.7768	57.7485	0.0276873	
364.108	0.00753673	0.00558715	0.00913309	0.00938182	0.590016	36.5504	55.7767	0.0276873	
364.114	0.0046533	0.00850238	0.00913309	0.00969245	0.569429	61.3084	53.9892	0.0276873	
364.12	0.000721514	0.00996821	0.00913309	0.00999429	0.549503	85.8601	52.3586	0.0276873	
364.126	-0.00360069	0.00963257	0.00913309	0.0102835	0.530519	110.496	50.8859	0.0276873	
364.132	-0.00748005	0.00747439	0.00913309	0.0105744	0.511574	135.022	49.4863	0.0276873	
364.138	-0.0101762	0.00380205	0.00913309	0.0108633	0.49293	159.513	48.1702	0.0276873	
364.144	-0.0111012	-0.000797707	0.00913309	0.0111298	0.475912	184.11	47.0168	0.0276873	
364.15	-0.0100334	-0.00544342	0.00913309	0.0114149	0.457925	208.481	45.8425	0.0276873	
364.156	-0.0070386	-0.00929857	0.00913309	0.0116621	0.442529	232.876	44.8706	0.0276873	
364.162	-0.00261717	-0.0116405	0.00913309	0.0119311	0.426015	257.329	43.8593	0.0276873	
364.168	0.00247018	-0.0119258	0.00913309	0.012179	0.411021	281.702	42.9664	0.0276873	
364.174	0.00731624	-0.0100476	0.00913309	0.0124291	0.396135	306.061	42.1019	0.0276873	
364.18	0.0110052	-0.00626844	0.00913309	0.0126652	0.38231	330.335	41.3169	0.0276873	
364.186	0.0128419	-0.00119664	0.00913309	0.0128975	0.368942	354.676	40.5728	0.0276873	
364.192	0.0124299	0.00426237	0.00913309	0.0131404	0.355219	18.9276	39.8229	0.0276873	
364.198	0.00975648	0.00915224	0.00913309	0.0133773	0.342089	43.1697	39.1175	0.0276873	
364.204	0.0051963	0.0125515	0.00913309	0.0135846	0.330817	67.5106	38.5206	0.0276873	
364.21	-0.000408011	0.013801	0.00913309	0.013807	0.318956	91.6934	37.9002	0.0276873	
364.216	-0.00615123	0.0126235	0.00913309	0.0140424	0.306662	115.979	37.2647	0.0276873	
364.222	-0.0109324	0.00912529	0.00913309	0.0142404	0.296544	140.148	36.7468	0.0276873	
364.228	-0.0139206	0.00388843	0.00913309	0.0144535	0.285869	164.393	36.2049	0.0276873	
364.234	-0.0144691	-0.00219413	0.00913309	0.0146345	0.276989	188.623	35.7572	0.0276873	
364.24	-0.0125093	-0.00803568	0.00913309	0.0148679	0.265786	212.716	35.1957	0.0276873	
364.246	-0.00820501	-0.0126372	0.00913309	0.0150672	0.25645	237.005	34.7302	0.0276873	
364.252	-0.00235484	-0.0150821	0.00913309	0.0152648	0.247399	261.126	34.2806	0.0276873	
364.258	0.00406553	-0.0149253	0.00913309	0.0154691	0.238263	285.237	33.8279	0.0276873	
364.264	0.00992831	-0.0120945	0.00913309	0.0156477	0.230457	309.382	33.4419	0.0276873	
364.27	0.0141792	-0.00707096	0.00913309	0.0158445	0.222052	333.495	33.0264	0.0276873	
364.276	0.0160185	-0.000641996	0.00913309	0.0160313	0.214264	357.705	32.6415	0.0276873	
364.282	0.0150585	0.00602654	0.00913309	0.0162197	0.206602	21.8116	32.2624	0.0276873	
364.288	0.0114269	0.0117764	0.00913309	0.0164091	0.19909	45.8627	31.8901	0.0276873	
364.294	0.00568033	0.0156001	0.00913309	0.0166021	0.191629	69.9924	31.5193	0.0276873	
364.3	-0.00118704	0.0167392	0.00913309	0.0167813	0.18488	94.0563	31.1828	0.0276873	
364.306	-0.00802319	0.0149353	0.00913309	0.0169539	0.178537	118.245	30.8653	0.0276873	
364.312	-0.0135777	0.010479	0.00913309	0.0171512	0.171479	142.34	30.5102	0.0276873	
364.318	-0.0168265	0.00407376	0.00913309	0.0173126	0.165856	166.39	30.2258	0.0276873	
364.324	-0.0172106	-0.00319128	0.00913309	0.017504	0.159363	190.505	29.8954	0.0276873	
364.33	-0.0145767	-0.0100295	0.00913309	0.0176938	0.153105	214.53	29.5746	0.0276873	
364.336	-0.00928495	-0.0152565	0.00913309	0.0178598	0.147786	238.676	29.2998	0.0276873	
364.342	-0.00227519	-0.0178899	0.00913309	0.018034	0.142347	262.752	29.0167	0.0276873	
364.348	0.00524176	-0.0174202	0.00913309	0.0181917	0.137556	286.747	28.7652	0.0276873	
364.354	0.0120198	-0.0138935	0.00913309	0.0183713	0.132247	310.864	28.484	0.0276873	
364.36	0.016778	-0.00789183	0.00913309	0.0185414	0.127362	334.809	28.2227	0.0276873	
364.366	0.0186931	-0.000332946	0.00913309	0.018696	0.123041	358.98	27.9892	0.0276873	
364.372	0.0173487	0.00738747	0.00913309	0.0188561	0.118686	23.0654	27.7516	0.0276873	
