1072958407 1 864.551 1.03124 1.04234 172.526
1073044822 0 860.62 1.01668 1.02248 348.565
1073131237 0 857.791 1.01309 1.01426 346.822
1073217652 0 858.37 1.01223 1.01272 347.204
1073304066 0 857.992 1.00405 1.00739 312.005
1073390481 0 859.363 1.011 1.00775 309.571
1073476896 0 862.5 1.01554 1.01382 310.128
1073563311 0 861.098 1.00409 1.00958 322.114
1073649726 0 859.892 1.00624 1.00444 361.434
1073736141 0 861.958 1.01926 1.01241 394.89
1073822556 0 864.181 1.0194 1.02093 394.92
1073908970 0 863.455 1.0132 1.01529 392.342
1073995385 0 863.596 1.01123 1.01241 394.167
1074081800 0 863.938 1.01171 1.0123 344.888
1074168215 0 864.89 1.02373 1.0136 416.787
1074254630 0 862.592 1.02448 1.02676 417.282
1074341045 0 863.587 1.0177 1.02293 387.754
1074427460 0 861.239 1.00932 1.01198 426.387
1074513874 0 861.564 1.01464 1.01273 378.32
1074600289 0 858.423 1.00759 1.01081 395.825
1074686704 0 862.849 1.01549 1.01041 480.466
1074773119 0 863.216 1.01642 1.01505 491.381
1074859534 0 864.464 1.02808 1.02594 525.821
1074945949 0 863.032 1.01825 1.02326 527.593
1075032364 1 860.315 1.0049 1.01033 301.787
1075118779 3 860.367 1.00657 1.00366 338.038
1075205193 6 861.217 1.00865 1.0087 296.961
1075291608 4 862.925 1.01268 1.01066 426.268
1075378023 0 862.211 1.01759 1.01613 568.217
1075464438 1 861.044 1.02193 1.01624 445.901
1075550853 0 863.068 1.02946 1.027 564.992
1075637268 0 863.207 1.02735 1.03001 549.134
1075723683 0 859.779 1.01703 1.02196 562.093
1075810097 0 862.382 1.03384 1.02271 445.814
1075896512 0 866.852 1.05283 1.04399 564.176
1075982927 0 868.299 1.04494 1.05035 563.201
1076069342 0 865.572 1.03357 1.04051 564.216
1076155757 0 862.07 1.0257 1.02673 490.504
1076242172 0 860.01 1.01268 1.02132 549.537
1076328587 0 863.433 1.01741 1.01687 523.013
1076415001 1 862.192 1.01383 1.01234 463.656
1076501416 3 859.461 1.01683 1.01461 121.64
1076587831 0 860.653 1.01699 1.01885 518.695
1076674246 2 864.06 1.02555 1.02181 427.341
1076760661 0 861.225 1.02117 1.02418 529.172
1076847076 0 858.641 1.01439 1.01636 527.159
1076933491 0 856.234 1.01577 1.01457 520.176
1077019905 0 863.115 1.03878 1.02797 546.887
1077106320 0 866.466 1.03969 1.0401 551.356
1077192735 0 867.804 1.03776 1.03829 554.773
1077279150 0 867.956 1.03934 1.0346 554.988
1077365565 0 868.224 1.03651 1.04125 543.724
1077451980 0 868.761 1.03424 1.03679 524.358
1077538395 0 866.165 1.02445 1.02899 524.892
1077624810 0 861.747 1.01892 1.02153 517.988
1077711224 0 860.074 1.02185 1.01919 508.176
1077797639 0 864.603 1.02605 1.02585 507.05
1077884054 0 864.812 1.02048 1.02248 562.117
1077970469 2 860.102 1.01747 1.01517 508.06
1078056884 0 860.043 1.02558 1.02655 564.11
