363.25	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.26	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.27	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.28	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.29	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.3	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.31	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.32	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.33	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.34	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.35	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.36	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.37	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.38	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.39	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.4	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.41	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.42	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.43	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.44	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.45	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.46	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.47	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.48	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.49	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.5	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.51	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.52	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.53	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.54	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.55	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.56	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.57	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.58	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.59	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.6	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.61	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.62	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.63	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.64	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.65	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.66	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.67	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.68	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.69	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.7	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.71	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.72	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.73	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.74	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.75	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.76	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.77	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.78	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.79	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.8	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.81	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.82	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.83	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.84	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.85	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.86	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.87	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.88	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.89	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.9	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.91	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.92	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.93	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.94	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.95	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.96	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.97	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.98	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
363.99	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
364	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
364.01	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
364.02	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
364.03	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
364.04	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
364.05	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
364.06	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
364.07	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
364.08	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
364.09	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
364.1	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
364.11	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
364.12	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
364.13	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
364.14	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
364.15	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
364.16	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
364.17	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
364.18	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
364.19	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
364.2	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
364.21	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
364.22	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
364.23	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
364.24	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
364.25	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
364.26	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
364.27	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
364.28	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
364.29	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
364.3	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
364.31	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
364.32	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
364.33	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
364.34	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
364.35	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
364.36	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
364.37	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
364.38	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
364.39	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
364.4	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
364.41	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
364.42	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
364.43	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
364.44	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
364.45	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
364.46	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
364.47	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
364.48	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
364.49	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
364.5	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
364.51	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
364.52	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
364.53	-nan	-nan	inf	-nan	-nan	-nan	-nan	inf	
