   363.260010       7.40750739E-03   6.54759770E-03   7.90964998E-03   9.88646597E-03  0.457876503       41.4739113       45.8393898       2.40046345E-02
   363.269989       4.63255774E-03   5.52380085E-03   7.90964998E-03   7.20922789E-03  0.660097361       50.0149879       62.8624268       2.40046345E-02
   363.279999       4.47627297E-03   3.44882370E-03   7.90964998E-03   5.65078808E-03  0.774764776       37.6130905       80.1993561       2.40046345E-02
   363.290009       6.77710446E-03   2.92066857E-03   7.90964998E-03   7.37966457E-03  0.647109389       23.3141651       61.4105949       2.40046345E-02
   363.299988       9.38143767E-03   5.56722330E-03   7.90964998E-03   1.09089566E-02  0.386319458       30.6861477       41.5428886       2.40046345E-02
   363.309998       9.47905891E-03   1.09738167E-02   7.90964998E-03   1.45009384E-02  0.186274216       49.1799164       31.2524281       2.40046345E-02
   363.320007       5.23867179E-03   1.66263580E-02   7.90964998E-03   1.74321383E-02   8.81597847E-02   72.5112839       25.9973602       2.40046345E-02
   363.329987      -2.88595981E-03   1.91751588E-02   7.90964998E-03   1.93911176E-02   4.95330431E-02   98.5590668       23.3709869       2.40046345E-02
   363.339996      -1.22351395E-02   1.62615776E-02   7.90964998E-03   2.03503706E-02   3.65239345E-02   126.957642       22.2693520       2.40046345E-02
   363.350006      -1.88895445E-02   7.88774807E-03   7.90964998E-03   2.04702578E-02   3.51229906E-02   157.335953       22.1389275       2.40046345E-02
   363.359985      -1.97718050E-02  -3.33952857E-03   7.90964998E-03   2.00518500E-02   4.02197540E-02   189.586990       22.6008854       2.40046345E-02
   363.369995      -1.41012082E-02  -1.34339463E-02   7.90964998E-03   1.94760114E-02   4.82439175E-02   223.611816       23.2691154       2.40046345E-02
   363.380005      -3.79769411E-03  -1.86069719E-02   7.90964998E-03   1.89905744E-02   5.60085848E-02   258.464355       23.8639221       2.40046345E-02
   363.390015       7.25163752E-03  -1.72295477E-02   7.90964998E-03   1.86934099E-02   6.12523556E-02   292.825470       24.2432804       2.40046345E-02
   363.399994       1.51644219E-02  -1.03159109E-02   7.90964998E-03   1.83406025E-02   6.79943487E-02   325.773712       24.7096329       2.40046345E-02
   363.410004       1.76362526E-02  -1.01315184E-03   7.90964998E-03   1.76653303E-02   8.25777724E-02   356.712158       25.6541805       2.40046345E-02
   363.420013       1.48717854E-02   7.01090321E-03   7.90964998E-03   1.64414961E-02  0.115276732       25.2402725       27.5637665       2.40046345E-02
   363.429993       9.07132123E-03   1.12938816E-02   7.90964998E-03   1.44858770E-02  0.186925277       51.2283401       31.2849236       2.40046345E-02
   363.440002       3.29977274E-03   1.14192078E-02   7.90964998E-03   1.18864123E-02  0.323303401       73.8824539       38.1266899       2.40046345E-02
   363.450012      -2.01986593E-04   8.89049005E-03   7.90964998E-03   8.89278390E-03  0.531516969       91.3015060       50.9614983       2.40046345E-02
   363.459991      -8.18043773E-04   6.05581375E-03   7.90964998E-03   6.11081626E-03  0.741976380       97.6931763       74.1618729       2.40046345E-02
   363.470001       4.14541573E-04   4.74121096E-03   7.90964998E-03   4.75929910E-03  0.834413469       85.0031281       95.2219162       2.40046345E-02
   363.480011       1.68237358E-03   5.45755029E-03   7.90964998E-03   5.71097527E-03  0.770542085       72.8672867       79.3541489       2.40046345E-02
   363.489990       1.58705248E-03   7.33287307E-03   7.90964998E-03   7.50265038E-03  0.637712479       77.7878342       60.4039345       2.40046345E-02
