   363.257996       8.74910969E-03   6.26450451E-03   7.87548069E-03   1.07606202E-02  0.393195331       35.6032791       41.9336243       2.39009354E-02
   363.265991       6.22926233E-03   5.76109625E-03   7.87548069E-03   8.48492421E-03  0.559686124       42.7640114       53.1804161       2.39009354E-02
   363.273987       5.26475487E-03   4.11767233E-03   7.87548069E-03   6.68377662E-03  0.697585404       38.0296860       67.5115051       2.39009354E-02
   363.282013       6.24202937E-03   2.67238892E-03   7.87548069E-03   6.79003634E-03  0.689580262       23.1771336       66.4549866       2.39009354E-02
   363.290009       8.55166465E-03   2.74868961E-03   7.87548069E-03   8.98255315E-03  0.521809757       17.8185253       50.2342491       2.39009354E-02
   363.298004       1.09193893E-02   5.07479860E-03   7.87548069E-03   1.20410398E-02  0.310736567       24.9267025       37.4744873       2.39009354E-02
   363.306000       1.17692482E-02   9.40848514E-03   7.87548069E-03   1.50676733E-02  0.160374939       38.6392822       29.9470119       2.39009354E-02
   363.313995       9.90663469E-03   1.46023752E-02   7.87548069E-03   1.76457018E-02   8.12588409E-02   55.8460045       25.5717697       2.39009354E-02
   363.321991       4.98509966E-03   1.88920703E-02   7.87548069E-03   1.95387192E-02   4.60710414E-02   75.2181473       23.0942383       2.39009354E-02
   363.329987      -2.21498171E-03   2.05600653E-02   7.87548069E-03   2.06790343E-02   3.18321511E-02   96.1488953       21.8207378       2.39009354E-02
   363.338013      -1.01097366E-02   1.84589345E-02   7.87548069E-03   2.10461169E-02   2.81346645E-02   118.708992       21.4401455       2.39009354E-02
   363.346008      -1.65256020E-02   1.25897201E-02   7.87548069E-03   2.07749028E-02   3.08284909E-02   142.698715       21.7200451       2.39009354E-02
   363.354004      -1.96345374E-02   4.07942198E-03   7.87548069E-03   2.00538468E-02   3.90861630E-02   168.262772       22.5010109       2.39009354E-02
   363.362000      -1.84381884E-02  -5.13437623E-03   7.87548069E-03   1.91397127E-02   5.21746688E-02   195.560623       23.5756836       2.39009354E-02
   363.369995      -1.31184757E-02  -1.27847157E-02   7.87548069E-03   1.83178429E-02   6.68714792E-02   224.261810       24.6334591       2.39009354E-02
   363.377991      -4.95738583E-03  -1.70400590E-02   7.87548069E-03   1.77465286E-02   7.89545476E-02   253.778961       25.4264832       2.39009354E-02
   363.385986       3.98480473E-03  -1.70652587E-02   7.87548069E-03   1.75243188E-02   8.41040239E-02   283.143311       25.7488937       2.39009354E-02
   363.394012       1.16095534E-02  -1.30651798E-02   7.87548069E-03   1.74780060E-02   8.52103233E-02   311.623901       25.8171215       2.39009354E-02
   363.402008       1.61842927E-02  -6.45216508E-03   7.87548069E-03   1.74230244E-02   8.65387395E-02   338.264404       25.8985920       2.39009354E-02
   363.410004       1.70859285E-02   9.38774261E-04   7.87548069E-03   1.71116982E-02   9.43740308E-02   3.14491391       26.3697853       2.39009354E-02
   363.417999       1.47217512E-02   7.19469925E-03   7.87548069E-03   1.63857769E-02  0.114811704       26.0453224       27.5380173       2.39009354E-02
   363.425995       1.03285881E-02   1.10900979E-02   7.87548069E-03   1.51548674E-02  0.157003880       47.0362091       29.7747116       2.39009354E-02
   363.433990       5.47848083E-03   1.22195231E-02   7.87548069E-03   1.33914342E-02  0.235587507       65.8514786       33.6955528       2.39009354E-02
   363.441986       1.58542651E-03   1.11373523E-02   7.87548069E-03   1.12496307E-02  0.360516846       81.8982544       40.1108131       2.39009354E-02
   363.450012      -5.49924211E-04   8.89260601E-03   7.87548069E-03   8.90959334E-03  0.527330041       93.5387039       50.6456108       2.39009354E-02
   363.458008      -8.96452169E-04   6.77006738E-03   7.87548069E-03   6.82916073E-03  0.686624527       97.5428925       66.0742645       2.39009354E-02
   363.466003      -1.16160023E-04   5.65305958E-03   7.87548069E-03   5.65425307E-03  0.772803247       91.1771622       79.8039627       2.39009354E-02
   363.473999       8.52326921E-04   5.82220359E-03   7.87548069E-03   5.88425994E-03  0.756444931       81.6714859       76.6845474       2.39009354E-02
