0.075	-0.000718609	0.000584257	-0.528164	0.0804103	-0.194955	0.0876184	1.00121
0.225	-0.00129329	0.000576079	-0.34404	0.0792187	-0.139621	0.0862948	0.992715
0.375	-0.00104988	0.000574689	-0.247543	0.0788175	-0.0237705	0.0861594	1.001
0.525	-0.00157771	0.000590023	-0.336219	0.0810127	0.0569753	0.0886698	0.994705
0.675	-0.00182891	0.00063233	-0.322959	0.0870515	-0.0903084	0.0960216	1.01276
