1104580500	16	26.7224	1524.57
1104666900	8	7.70799	438.814
1104753300	3	5.74639	321.968
1104839700	27	30.4192	1694.21
1104926100	14	22.0654	1212.21
1105012500	23	24.2266	1377.02
1105098900	27	22.3041	1266.42
1105185300	26	27.3221	1532.07
1105271700	8	9.48083	535.16
1105358100	24	28.1953	1597.65
1105444500	20	25.7134	1422.47
1105530900	31	30.1555	1692.1
1105617300	31	30.2886	1722.03
1105703701	19	21.0018	1147.05
1105790101	28	30.6945	1747.05
1105876501	23	20.7089	1190.39
1105962901	12	10.902	612.997
1106049301	27	28.6604	1619.19
1106135701	29	31.6783	1806.7
1106222101	25	30.4334	1761.18
1106308501	31	33.4285	1851.71
1106394901	30	33.3344	1886.95
1106481301	31	33.9795	1935.34
1106567701	31	33.2518	1896.58
1106654101	39	33.1683	1932.72
1106740501	24	24.789	1440.66
1106826901	35	32.4092	1861.24
1106913302	28	32.9423	1852.6
1106999702	29	32.8756	1844.73
1107086102	27	30.5937	1846.38
1107172502	22	28.3219	1823.43
1107258902	23	28.8643	1818.45
1107345302	20	29.1795	1782.86
1107431702	26	31.0898	1830.94
1107518102	15	18.7892	1070.16
1107604502	16	15.2532	851.24
1107690902	19	16.9224	947.998
1107777302	21	27.5539	1553.51
1107863702	29	28.4155	1618.9
1107950102	16	20.3023	1177.12
1108036503	27	28.0801	1657.24
1108122903	36	31.8472	1863.45
1108209303	23	32.9566	1899.73
1108295703	15	10.8982	617.955
1108382103	22	32.8281	1899.78
1108468503	25	29.2113	1684.83
1108554903	33	32.643	1879.84
1108641303	33	32.5832	1864.77
1108727703	16	17.6609	991.368
1108814103	31	35.8817	2017.26
1108900503	36	35.2818	2016.51
1108986903	13	17.9762	1016.24
1109073303	40	35.3963	1992.17
1109159703	17	15.6164	875.504
1109246104	13	10.8901	620.763
1109332504	0	0.624966	35.0035
1109418904	26	29.4069	1669.58
1109505304	0	1.04612	58.2361
1109591704	12	13.22	812.819
1109678104	35	31.2608	1883.12
1109764504	15	16.4432	948.622
1109850904	28	30.6703	1758.75
1109937304	27	29.7494	1683.12
1110023704	25	26.4707	1545.35
1110110104	10	11.6699	675.299
1110196504	12	10.5266	613.325
1110282904	15	22.9176	1411.79
1110369305	27	28.2528	1691.19
1110455705	26	22.5873	1272.72
1110542105	30	34.0808	1955.17
1110628505	35	31.6996	1908.61
1110714905	26	28.8801	1728.84
1110801305	25	17.6047	997.491
1110887705	25	29.8852	1690.86
1110974105	22	16.7364	957.406
1111060505	29	32.18	1878.57
1111146905	20	15.976	960.184
1111233305	24	32.0546	1868.41
1111319705	25	32.8609	1827.27
1111406105	25	26.9101	1610.4
1111492506	26	28.9307	1795.18
1111578906	35	31.0519	1880.97
1111665306	26	30.9213	1824
1111751706	24	27.7625	1628.63
1111838106	8	7.18405	415.215
1111924506	0	0	0
1112010906	0	0	0
1112097306	0	0	0
1112183706	0	0	0
1112270106	0	0	0
1112356506	0	0	0
1112442906	0	0	0
1112529306	0	0	0
1112615706	0	0	0
1112702107	0	0	0
1112788507	0	0	0
1112874907	22	29.8432	1703.85
1112961307	8	9.41631	574.201
1113047707	0	0	0
1113134107	1	3.72413	210.882
1113220507	7	6.30427	381.622
1113306907	13	17.5603	1127.81
1113393307	33	32.1394	1996.61
1113479707	43	33.0141	2017.04
1113566107	23	23.4659	1422.95
1113652507	33	33.7291	2015.6
1113738907	9	8.82671	525.834
1113825308	36	35.043	2104.16
1113911708	32	33.2188	1997.82
1113998108	29	30.794	1891.34
1114084508	13	11.4463	700.447
1114170908	0	0	0
1114257308	0	0	0
1114343708	0	0	0
1114430108	0	0	0
1114516508	0	0	0
1114602908	0	0	0
1114689308	0	0	0
1114775708	0	0	0
1114862108	0	0	0
1114948509	0	0	0
1115034909	0	0.12284	7.20486
1115121309	23	21.647	1248.74
1115207709	40	32.5501	1894.72
1115294109	27	32.5511	2099.24
1115380509	23	32.3814	2152.07
1115466909	46	34.2384	2201.75
1115553309	33	34.4532	2140.28
1115639709	35	35.4189	2145.78
1115726109	29	36.3352	2151.86
1115812509	22	25.5336	1557.96
1115898909	34	35.6631	2062.49
1115985309	28	34.3417	2078.94
1116071709	28	29.981	1866.41
1116158110	22	20.3282	1272.59
1116244510	34	33.174	2055.54
1116330910	33	34.8006	2064.35
1116417310	39	31.8991	1971.74
1116503710	22	21.4999	1343.44
1116590110	22	31.9904	2046.85
1116676510	11	14.8423	970.737
1116762910	20	20.0747	1231.52
1116849310	24	32.9382	1891.15
1116935710	19	21.8746	1317.77
1117022110	29	31.0054	1916.25
1117108510	29	31.4118	1909.33
1117194910	37	32.3574	1914.59
1117281311	27	31.9906	1832.85
1117367711	28	30.6351	1822.86
1117454111	23	27.4803	1770.3
1117540511	19	26.3751	1616.44
1117626911	15	21.3303	1244.59
1117713311	41	36.9497	2169.49
1117799711	31	38.2494	2378.64
1117886111	17	19.8655	1246.74
1117972511	32	37.5177	2413.43
1118058911	36	39.3777	2418.94
1118145311	36	34.3476	1984.08
1118231711	34	38.068	2408.98
1118318111	38	39.518	2393.35
1118404511	43	38.208	2270.14
1118490912	7	6.02406	379.75
1118577312	29	21.4548	1319.73
1118663712	13	11.7576	759.705
1118750112	43	36.866	2379.93
1118836512	30	37.3869	2415.41
1118922912	14	16.7687	1096.07
1119009312	32	35.8623	2318.84
1119095712	39	38.0989	2405.95
1119182112	33	37.1713	2381.93
1119268512	21	28.6098	1870.17
1119354912	35	38.0481	2422.86
1119441312	30	37.0917	2383.52
1119527712	27	39.2399	2472.68
1119614113	28	40.2051	2543.24
